"","R","P","microbe1","microbe2"
"cor2053",0.173576362837471,0.350390150017004,"DNF00809","Negativibacillus"
"cor2054",0.344151233783027,0.0579888741998246,"DNF00809","Paludicola"
"cor2055",-0.0402681635296045,0.829707145017576,"DNF00809","Phocea"
"cor2056",0.759742065534341,7.16835813687726e-07,"DNF00809","Pygmaiobacter"
"cor2057",0.499203318468094,0.00425096559649744,"DNF00809","Ruminococcus"
"cor2058",-0.0141923742827132,0.939597152681975,"DNF00809","Subdoligranulum"
"cor2059",0.275247107259836,0.133963449514309,"DNF00809","UBA1819"
"cor2060",0.254721056032247,0.166701443569551,"DNF00809","Peptococcus"
"cor2061",0.410438840798093,0.0218236679319342,"DNF00809","Family_XIII_AD3011_group"
"cor2062",0.291940274470646,0.111026568907955,"DNF00809","Family_XIII_UCG-001"
"cor2063",0.334240803745357,0.0660982454652903,"DNF00809","Intestinibacter"
"cor2064",-0.0697985445130204,0.709068572108599,"DNF00809","Paeniclostridium"
"cor2065",0.238172499022121,0.196962030017236,"DNF00809","Romboutsia"
"cor2066",0.594873098634853,0.000416312279056878,"DNF00809","Terrisporobacter"
"cor2067",-0.129321537693648,0.488081833164144,"DNF00809","Fenollaria"
"cor2068",-0.117879252737226,0.527673942346382,"DNF00809","Acidaminococcus"
"cor2069",0.414799069404797,0.0203284369385966,"DNF00809","Phascolarctobacterium"
"cor2070",0.132656268081929,0.476836223972101,"DNF00809","Succiniclasticum"
"cor2071",NA,NA,"DNF00809","Megamonas"
"cor2072",0.041253994718896,0.82560086323448,"DNF00809","Mitsuokella"
"cor2073",0.122142111975699,0.512744785290525,"DNF00809","Allisonella"
"cor2074",-0.158943896683472,0.393080849789458,"DNF00809","Dialister"
"cor2075",0.0572139770776202,0.759822644914872,"DNF00809","Megasphaera"
"cor2076",-0.118059924499124,0.527036972215698,"DNF00809","Veillonella"
"cor2077",-0.0445611163616259,0.811859275408403,"DNF00809","Fusobacterium"
"cor2078",-0.0323198340967394,0.862966493213057,"DNF00809","Sneathia"
"cor2079",-0.124147192493772,0.505795570586595,"DNF00809","Brevundimonas"
"cor2080",-0.125956736620003,0.499564617834523,"DNF00809","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor2081",-0.121153702613023,0.516187670211809,"DNF00809","Mesorhizobium"
"cor2082",-0.12426042217297,0.505404544646292,"DNF00809","Phyllobacterium"
"cor2083",-0.127411664105709,0.494582899725295,"DNF00809","Paracoccus"
"cor2084",-0.104822825846257,0.574664713891182,"DNF00809","Sphingomonas"
"cor2085",0.1237416701087,0.507197232722914,"DNF00809","Succinivibrio"
"cor2086",-0.125065123319332,0.502629950194138,"DNF00809","Achromobacter"
"cor2087",-0.129680992133728,0.486863179243342,"DNF00809","Parasutterella"
"cor2088",0.461842061848912,0.00891007594106158,"DNF00809","Sutterella"
"cor2089",0.389521522454926,0.0303103673592856,"DNF00809","Citrobacter"
"cor2090",0.18275449710881,0.325096190738328,"DNF00809","Enterobacter"
"cor2091",0.356813696535478,0.0487904161008976,"DNF00809","Escherichia/Shigella"
"cor2092",-0.157460284739529,0.39756944393226,"DNF00809","Klebsiella"
"cor2093",-0.134151641081843,0.47183744346923,"DNF00809","Raoultella"
"cor2094",0.461560065173226,0.00895728749563598,"DNF00809","Salmonella"
"cor2095",NA,NA,"DNF00809","Proteus"
"cor2096",-0.127209299855802,0.495274291610655,"DNF00809","Haemophilus"
"cor2097",-0.12341476081097,0.508328578930999,"DNF00809","Pseudomonas"
"cor2098",-0.130023124678434,0.485704699631135,"DNF00809","Stenotrophomonas"
"cor2099",-0.114406166004876,0.539990317205731,"DNF00809","Cloacibacillus"
"cor2112",1,1.55017652127766e-228,"Eggerthella","Eggerthella"
"cor2113",-0.108378683003251,0.561683088512799,"Eggerthella","Enterorhabdus"
"cor2114",0.789747340930688,1.27832606988912e-07,"Eggerthella","Gordonibacter"
"cor2115",-0.160624328381636,0.388032088231656,"Eggerthella","Senegalimassilia"
"cor2116",-0.222414334561953,0.229132722248226,"Eggerthella","Slackia"
"cor2117",0.209870195312109,0.257144902101061,"Eggerthella","Bacteroides"
"cor2118",-0.0973813813322856,0.602257481672349,"Eggerthella","Barnesiella"
"cor2119",-0.166527779925762,0.370594634916201,"Eggerthella","Coprobacter"
"cor2120",NA,NA,"Eggerthella","Dysgonomonas"
"cor2121",-0.0555027794616558,0.766805655766886,"Eggerthella","Butyricimonas"
"cor2122",-0.00388155429866288,0.98346622188218,"Eggerthella","Odoribacter"
"cor2123",0.104355798536713,0.576379658416514,"Eggerthella","Sanguibacteroides"
"cor2124",0.0176849881681084,0.924770233938051,"Eggerthella","Muribaculum"
"cor2125",-0.108086685312604,0.562744024281467,"Eggerthella","Alloprevotella"
"cor2126",-0.0999869866703022,0.592531685444097,"Eggerthella","Paraprevotella"
"cor2127",-0.10892980557356,0.559683155909925,"Eggerthella","Prevotella"
"cor2128",-0.0999995420666249,0.592484986246949,"Eggerthella","Prevotellaceae_NK3B31_group"
"cor2129",-0.0867989067068592,0.64243713493661,"Eggerthella","Prevotellaceae_UCG-001"
"cor2130",-0.0991908406809574,0.595496171238579,"Eggerthella","Prevotellaceae_UCG-003"
"cor2131",-0.0992680833497388,0.595208274100475,"Eggerthella","Prevotellaceae_UCG-004"
"cor2132",0.27791609496787,0.130080504327346,"Eggerthella","Alistipes"
"cor2133",-0.108147033368855,0.562524682358034,"Eggerthella","Rikenellaceae_RC9_gut_group"
"cor2134",0.215490287719586,0.244328742006116,"Eggerthella","Parabacteroides"
"cor2135",0.0823572551609463,0.65960993710449,"Eggerthella","Flavobacterium"
"cor2136",0.08808620739814,0.63749319173291,"Eggerthella","Pedobacter"
"cor2137",-0.0474453454814034,0.799919371358607,"Eggerthella","Bacillus"
"cor2138",NA,NA,"Eggerthella","Solibacillus"
"cor2139",0.795939546850714,8.65110941011077e-08,"Eggerthella","Candidatus_Stoquefichus"
"cor2140",-0.107030116810016,0.566590563017032,"Eggerthella","Catenibacterium"
"cor2141",0.14872985916998,0.424569397743023,"Eggerthella","Coprobacillus"
"cor2142",0.200277524444697,0.280023847464951,"Eggerthella","Erysipelatoclostridium"
"cor2143",0.148359717678837,0.425736060037342,"Eggerthella","Erysipelotrichaceae_UCG-003"
"cor2144",NA,NA,"Eggerthella","Catenisphaera"
"cor2145",0.0698259227324935,0.708959388722528,"Eggerthella","Dielma"
"cor2146",0.365428773890261,0.0432246400314154,"Eggerthella","Faecalitalea"
"cor2147",-0.159486054850609,0.391447863003068,"Eggerthella","Holdemanella"
"cor2148",0.192715290417693,0.298955372839746,"Eggerthella","Holdemania"
"cor2149",0.18411966176184,0.321432650480368,"Eggerthella","Merdibacter"
"cor2150",0.0723407840906049,0.698954611405054,"Eggerthella","Turicibacter"
"cor2151",0.199162689956172,0.282765113487473,"Eggerthella","Granulicatella"
"cor2152",-0.058399390324042,0.754996054703971,"Eggerthella","Enterococcus"
"cor2153",0.224609427618587,0.224451274513055,"Eggerthella","Lactobacillus"
"cor2154",0.170454303250699,0.359256325847322,"Eggerthella","Lactococcus"
"cor2155",0.280228196509631,0.126784191889489,"Eggerthella","Streptococcus"
"cor2156",-0.00166967589841241,0.992887494531248,"Eggerthella","Gemella"
"cor2157",0.0277303362484723,0.882280087136277,"Eggerthella","Christensenella"
"cor2158",0.51118159984596,0.00329402551830096,"Eggerthella","Christensenellaceae_R-7_group"
"cor2159",-0.0949346784031954,0.611451628950074,"Eggerthella","Ruminiclostridium"
"cor2160",0.0558017542466892,0.765584296120669,"Eggerthella","Clostridium_sensu_stricto_1"
"cor2161",0.417486742141759,0.0194496683473918,"Eggerthella","Anaerofustis"
"cor2162",0.14892442970861,0.423956834290194,"Eggerthella","Eubacterium"
"cor2163",0.208518560151928,0.260291887368782,"Eggerthella","Defluviitaleaceae_UCG-011"
"cor2164",0.0308966737357005,0.868947692004087,"Eggerthella","A2"
"cor2165",-0.0280837995036686,0.880790135381833,"Eggerthella","Agathobacter"
"cor2166",0.270704394989548,0.140766505037697,"Eggerthella","Anaerostipes"
"cor2167",0.241676838115859,0.19025691047299,"Eggerthella","Blautia"
"cor2168",-0.102312084218498,0.583911022427432,"Eggerthella","CAG-56"
"cor2169",-0.272056755893275,0.138715485857332,"Eggerthella","Coprococcus"
"cor2170",0.168613441753467,0.364546078703076,"Eggerthella","Dorea"
"cor2171",0.298705768807395,0.102618433397441,"Eggerthella","Eisenbergiella"
"cor2172",0.0477333136668152,0.798729644801527,"Eggerthella","Epulopiscium"
"cor2173",0.677954054993872,2.78419421739398e-05,"Eggerthella","Frisingicoccus"
"cor2174",0.132047651228746,0.478878561934093,"Eggerthella","Fusicatenibacter"
"cor2175",0.222994260687715,0.227889574834923,"Eggerthella","GCA-900066575"
"cor2176",0.0293394225260985,0.875500579341548,"Eggerthella","GCA-900066755"
"cor2177",-0.0837269558539197,0.654295592433836,"Eggerthella","Howardella"
"cor2178",0.17151397079276,0.356232182414632,"Eggerthella","Hungatella"
"cor2179",0.578308751095,0.000655339880149377,"Eggerthella","Lachnoclostridium"
"cor2180",0.0931277977719981,0.618279005661135,"Eggerthella","Lachnospira"
"cor2181",-0.0570132881078955,0.760640663697406,"Eggerthella","Lachnospiraceae_AC2044_group"
"cor2182",-0.122771561077458,0.510558175822899,"Eggerthella","Lachnospiraceae_FCS020_group"
"cor2183",-0.0889104549051617,0.634335614815607,"Eggerthella","Lachnospiraceae_ND3007_group"
"cor2184",0.106692378338862,0.567822645951238,"Eggerthella","Lachnospiraceae_NK4A136_group"
"cor2185",-0.0656640915124251,0.725620479625078,"Eggerthella","Lachnospiraceae_NK4B4_group"
"cor2186",-0.0863936540315342,0.643996651786908,"Eggerthella","Lachnospiraceae_UCG-001"
"cor2187",0.161654372455177,0.384955971932644,"Eggerthella","Lachnospiraceae_UCG-004"
"cor2188",0.0888249388734384,0.634662923068677,"Eggerthella","Lachnospiraceae_UCG-010"
"cor2189",-0.0271597220660831,0.884686224726504,"Eggerthella","Lachnospiraceae_XPB1014_group"
"cor2190",0.0425558075811453,0.820185356604894,"Eggerthella","Lactonifactor"
"cor2191",-0.13049530957372,0.484108179286815,"Eggerthella","Marvinbryantia"
"cor2192",-0.16868736349931,0.364332779025251,"Eggerthella","Moryella"
"cor2193",-0.0829113565621886,0.657458083190254,"Eggerthella","Roseburia"
"cor2194",0.699756719583362,1.18146303175092e-05,"Eggerthella","Sellimonas"
"cor2195",0.408211223584448,0.0226218547932854,"Eggerthella","Shuttleworthia"
"cor2196",0.0362762533669929,0.846378656355866,"Eggerthella","Tuzzerella"
"cor2197",0.16828700824602,0.365488879419398,"Eggerthella","Tyzzerella"
"cor2198",0.286304098484695,0.118415884125123,"Eggerthella","UC5-1-2E3"
"cor2199",0.0341110429733775,0.855449076907422,"Eggerthella","Monoglobus"
"cor2200",0.0816213683754508,0.662471881745502,"Eggerthella","Butyricicoccus"
"cor2201",-0.154087595288421,0.407881550311811,"Eggerthella","UCG-008"
"cor2202",0.0717638072801565,0.701245674148951,"Eggerthella","UCG-009"
"cor2203",0.143655146207124,0.440718119391623,"Eggerthella","Acetanaerobacterium"
"cor2204",-0.0635927374611171,0.733959372376959,"Eggerthella","Ethanoligenens"
"cor2205",0.102517393046232,0.583152474091913,"Eggerthella","Colidextribacter"
"cor2206",0.468310850384092,0.00788342040261998,"Eggerthella","Flavonifractor"
"cor2207",0.808526601794575,3.74921437086941e-08,"Eggerthella","Intestinimonas"
"cor2208",-0.0696913730354338,0.709496022665253,"Eggerthella","NK4A214_group"
"cor2209",0.102102793673056,0.584684729510614,"Eggerthella","Oscillibacter"
"cor2210",0.0293341295265998,0.875522866238995,"Eggerthella","Oscillospira"
"cor2211",-0.0929472483907564,0.6189629506186,"Eggerthella","Pseudoflavonifractor"
"cor2212",-0.229311398303966,0.214642477996363,"Eggerthella","UCG-002"
"cor2213",0.0924759076589682,0.620749924079273,"Eggerthella","UCG-003"
"cor2214",0.693898673270031,1.49827595140365e-05,"Eggerthella","UCG-005"
"cor2215",-0.203979263240728,0.271044716869402,"Eggerthella","UCG-007"
"cor2216",0.79196247077919,1.11335227988549e-07,"Eggerthella","Hydrogenoanaerobacterium"
"cor2217",0.70840992832632,8.23205850740733e-06,"Eggerthella","Anaerofilum"
"cor2218",0.084770879116359,0.650256340602671,"Eggerthella","Anaerotruncus"
"cor2219",0.130104609434748,0.485428996248881,"Eggerthella","Angelakisella"
"cor2220",-0.0882032084753873,0.637044595594922,"Eggerthella","CAG-352"
"cor2221",0.0193529150739563,0.917697936973769,"Eggerthella","Candidatus_Soleaferrea"
"cor2222",0.0676765350189974,0.717548144101205,"Eggerthella","Caproiciproducens"
"cor2223",0.0495376540081916,0.791285272715301,"Eggerthella","DTU089"
"cor2224",-0.0566999993656688,0.761918151658053,"Eggerthella","Faecalibacterium"
"cor2225",-0.143798530678995,0.440257315967571,"Eggerthella","Fournierella"
"cor2226",0.517979409682601,0.00283847146371608,"Eggerthella","Harryflintia"
"cor2227",0.262209536724172,0.154157197606224,"Eggerthella","Incertae_Sedis"
"cor2228",-0.064398429771631,0.730712209452062,"Eggerthella","Negativibacillus"
"cor2229",0.236122997020597,0.200958553012293,"Eggerthella","Paludicola"
"cor2230",0.237789812502391,0.197704050079093,"Eggerthella","Phocea"
"cor2231",0.0070968906153895,0.969775051395109,"Eggerthella","Pygmaiobacter"
"cor2232",-0.00642446968494973,0.9726377056762,"Eggerthella","Ruminococcus"
"cor2233",-0.00583185798871266,0.97516087122474,"Eggerthella","Subdoligranulum"
"cor2234",0.657029370542818,5.94334529013823e-05,"Eggerthella","UBA1819"
"cor2235",-0.090948555781257,0.626555044681655,"Eggerthella","Peptococcus"
"cor2236",0.233183304516457,0.206788222631757,"Eggerthella","Family_XIII_AD3011_group"
"cor2237",0.0816359241630066,0.662415227238142,"Eggerthella","Family_XIII_UCG-001"
"cor2238",0.347229997917405,0.0556358958970858,"Eggerthella","Intestinibacter"
"cor2239",0.143033330433588,0.442719513978988,"Eggerthella","Paeniclostridium"
"cor2240",0.327601713119824,0.0720077919374687,"Eggerthella","Romboutsia"
"cor2241",-0.143110793787537,0.442469920062605,"Eggerthella","Terrisporobacter"
"cor2242",0.0829822207332758,0.657183075448878,"Eggerthella","Fenollaria"
"cor2243",-0.0476100719288295,0.79923875803541,"Eggerthella","Acidaminococcus"
"cor2244",-0.0619734247567445,0.74049924968185,"Eggerthella","Phascolarctobacterium"
"cor2245",-0.0219834509421868,0.906556743383687,"Eggerthella","Succiniclasticum"
"cor2246",NA,NA,"Eggerthella","Megamonas"
"cor2247",-0.107062288844783,0.566473261579268,"Eggerthella","Mitsuokella"
"cor2248",-0.100928723026268,0.589033390253222,"Eggerthella","Allisonella"
"cor2249",-0.0476663974689434,0.799006066448497,"Eggerthella","Dialister"
"cor2250",-0.114599862578221,0.539299854341523,"Eggerthella","Megasphaera"
"cor2251",0.00429751081247222,0.981694703456935,"Eggerthella","Veillonella"
"cor2252",-0.0208145478424457,0.911505411872571,"Eggerthella","Fusobacterium"
"cor2253",-0.0852266442181524,0.648495887961834,"Eggerthella","Sneathia"
"cor2254",0.0870780614580088,0.641363742749383,"Eggerthella","Brevundimonas"
"cor2255",0.0851365526280698,0.648843731430026,"Eggerthella","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor2256",0.089021484793963,0.633910754624597,"Eggerthella","Mesorhizobium"
"cor2257",0.0853920133403074,0.647857587142492,"Eggerthella","Phyllobacterium"
"cor2258",0.0841390919785354,0.652699760637605,"Eggerthella","Paracoccus"
"cor2259",0.0836332446442955,0.654658660748276,"Eggerthella","Sphingomonas"
"cor2260",-0.0991908406809574,0.595496171238579,"Eggerthella","Succinivibrio"
"cor2261",0.0845742420122477,0.651016449238018,"Eggerthella","Achromobacter"
"cor2262",-0.0396772916308379,0.832170423934454,"Eggerthella","Parasutterella"
"cor2263",-0.188668607045697,0.309410369302001,"Eggerthella","Sutterella"
"cor2264",0.00461309583994051,0.980350714050312,"Eggerthella","Citrobacter"
"cor2265",-0.0649792599919032,0.72837413152939,"Eggerthella","Enterobacter"
"cor2266",0.319095147244336,0.0801690378184518,"Eggerthella","Escherichia/Shigella"
"cor2267",-0.052068298309326,0.780874751040844,"Eggerthella","Klebsiella"
"cor2268",-0.0555597035923051,0.766573069222079,"Eggerthella","Raoultella"
"cor2269",0.145629132697451,0.434397254644581,"Eggerthella","Salmonella"
"cor2270",NA,NA,"Eggerthella","Proteus"
"cor2271",-0.053084262254268,0.776705630540934,"Eggerthella","Haemophilus"
"cor2272",0.0868566277340554,0.642215130761625,"Eggerthella","Pseudomonas"
"cor2273",0.0784626463166857,0.67480917474917,"Eggerthella","Stenotrophomonas"
"cor2274",-0.135307917302051,0.467991047861982,"Eggerthella","Cloacibacillus"
"cor2288",1,1.55017652127766e-228,"Enterorhabdus","Enterorhabdus"
"cor2289",-0.0785578773665379,0.674435989861805,"Enterorhabdus","Gordonibacter"
"cor2290",0.805095441268576,4.73702079831832e-08,"Enterorhabdus","Senegalimassilia"
"cor2291",0.397054313343316,0.0269892329562674,"Enterorhabdus","Slackia"
"cor2292",-0.134830719117255,0.469576468069845,"Enterorhabdus","Bacteroides"
"cor2293",-0.0706275698214629,0.705764966697808,"Enterorhabdus","Barnesiella"
"cor2294",-0.030826054831478,0.869244674024246,"Enterorhabdus","Coprobacter"
"cor2295",NA,NA,"Enterorhabdus","Dysgonomonas"
"cor2296",0.0444481836563716,0.812327648039723,"Enterorhabdus","Butyricimonas"
"cor2297",-0.001117319719193,0.995240395053984,"Enterorhabdus","Odoribacter"
"cor2298",-0.0415401998967062,0.824409574003461,"Enterorhabdus","Sanguibacteroides"
"cor2299",-0.0420593523551206,0.822249653351534,"Enterorhabdus","Muribaculum"
"cor2300",0.996619117179417,4.93845376827497e-33,"Enterorhabdus","Alloprevotella"
"cor2301",-0.0440835875925722,0.813840192712652,"Enterorhabdus","Paraprevotella"
"cor2302",0.998670526158736,6.63197534331025e-39,"Enterorhabdus","Prevotella"
"cor2303",0.997887629625437,5.43629750442558e-36,"Enterorhabdus","Prevotellaceae_NK3B31_group"
"cor2304",0.958002023356764,2.83456435082732e-17,"Enterorhabdus","Prevotellaceae_UCG-001"
"cor2305",0.997929792761719,4.05932097696756e-36,"Enterorhabdus","Prevotellaceae_UCG-003"
"cor2306",0.997927387723362,4.12817712423445e-36,"Enterorhabdus","Prevotellaceae_UCG-004"
"cor2307",-0.0856784696620056,0.64675248754839,"Enterorhabdus","Alistipes"
"cor2308",0.916421361902328,4.66411420082702e-13,"Enterorhabdus","Rikenellaceae_RC9_gut_group"
"cor2309",0.0246595562194247,0.89524040491782,"Enterorhabdus","Parabacteroides"
"cor2310",-0.0342910483722828,0.854694298625871,"Enterorhabdus","Flavobacterium"
"cor2311",-0.033860107185214,0.856501481401558,"Enterorhabdus","Pedobacter"
"cor2312",-0.0573100294605603,0.75943122032184,"Enterorhabdus","Bacillus"
"cor2313",NA,NA,"Enterorhabdus","Solibacillus"
"cor2314",-0.0446494762508582,0.811492859554669,"Enterorhabdus","Candidatus_Stoquefichus"
"cor2315",0.0355559314976289,0.849394121540476,"Enterorhabdus","Catenibacterium"
"cor2316",-0.0125856264810901,0.94642511663058,"Enterorhabdus","Coprobacillus"
"cor2317",-0.0975904372163671,0.601474641671201,"Enterorhabdus","Erysipelatoclostridium"
"cor2318",-0.0971692686166004,0.603052212539417,"Enterorhabdus","Erysipelotrichaceae_UCG-003"
"cor2319",NA,NA,"Enterorhabdus","Catenisphaera"
"cor2320",-0.0524771610876155,0.77919621281202,"Enterorhabdus","Dielma"
"cor2321",-0.064466429414313,0.730438360249118,"Enterorhabdus","Faecalitalea"
"cor2322",0.21380969130797,0.248115818504977,"Enterorhabdus","Holdemanella"
"cor2323",-0.0401560436588848,0.830174439102026,"Enterorhabdus","Holdemania"
"cor2324",-0.0595312557292649,0.750395930675855,"Enterorhabdus","Merdibacter"
"cor2325",-0.0836810207297962,0.654473550670499,"Enterorhabdus","Turicibacter"
"cor2326",-0.0507879288364771,0.786137385510522,"Enterorhabdus","Granulicatella"
"cor2327",-0.052751472560614,0.778070605159071,"Enterorhabdus","Enterococcus"
"cor2328",-0.0457453605185313,0.806951657322585,"Enterorhabdus","Lactobacillus"
"cor2329",-0.0640663730155297,0.732049940001836,"Enterorhabdus","Lactococcus"
"cor2330",-0.077960651097396,0.676777609547774,"Enterorhabdus","Streptococcus"
"cor2331",-0.0515784624338725,0.782886988392703,"Enterorhabdus","Gemella"
"cor2332",-0.0180440226297986,0.923247371954855,"Enterorhabdus","Christensenella"
"cor2333",0.338468938877471,0.0625366432401815,"Enterorhabdus","Christensenellaceae_R-7_group"
"cor2334",-0.0298305992591257,0.873432821846854,"Enterorhabdus","Ruminiclostridium"
"cor2335",0.946167744544054,9.60805874368452e-16,"Enterorhabdus","Clostridium_sensu_stricto_1"
"cor2336",-0.027102662933849,0.88492688461408,"Enterorhabdus","Anaerofustis"
"cor2337",0.0711436401122428,0.703711109398129,"Enterorhabdus","Eubacterium"
"cor2338",-0.028782485002876,0.877846150486427,"Enterorhabdus","Defluviitaleaceae_UCG-011"
"cor2339",-0.0373024664435672,0.842086334597216,"Enterorhabdus","A2"
"cor2340",-0.0299767265129748,0.872817812229343,"Enterorhabdus","Agathobacter"
"cor2341",-0.124405967995877,0.504902140125254,"Enterorhabdus","Anaerostipes"
"cor2342",-0.0565105753100972,0.762690858813213,"Enterorhabdus","Blautia"
"cor2343",-0.0487440258782637,0.794557454940486,"Enterorhabdus","CAG-56"
"cor2344",0.514210731318359,0.00308378914406709,"Enterorhabdus","Coprococcus"
"cor2345",-0.0344870580732021,0.853872556157451,"Enterorhabdus","Dorea"
"cor2346",-0.100412807567552,0.590948758371295,"Enterorhabdus","Eisenbergiella"
"cor2347",-0.0609993719291375,0.744441739108401,"Enterorhabdus","Epulopiscium"
"cor2348",0.0393523558285719,0.83352571217498,"Enterorhabdus","Frisingicoccus"
"cor2349",-0.0679931906967485,0.71628066160182,"Enterorhabdus","Fusicatenibacter"
"cor2350",-0.123797659352796,0.507003594567289,"Enterorhabdus","GCA-900066575"
"cor2351",0.00316094363413786,0.986535410777579,"Enterorhabdus","GCA-900066755"
"cor2352",0.769148167624078,4.292272526625e-07,"Enterorhabdus","Howardella"
"cor2353",-0.0538457559381236,0.77358473977449,"Enterorhabdus","Hungatella"
"cor2354",-0.0504371229957769,0.787580911516596,"Enterorhabdus","Lachnoclostridium"
"cor2355",0.284441213624806,0.120936759699292,"Enterorhabdus","Lachnospira"
"cor2356",-0.0229260322879573,0.90256872320648,"Enterorhabdus","Lachnospiraceae_AC2044_group"
"cor2357",0.00907917091927568,0.961338295454083,"Enterorhabdus","Lachnospiraceae_FCS020_group"
"cor2358",0.0773101232901287,0.679331586709571,"Enterorhabdus","Lachnospiraceae_ND3007_group"
"cor2359",-0.043218813669232,0.817430370781521,"Enterorhabdus","Lachnospiraceae_NK4A136_group"
"cor2360",-0.0769278353193725,0.680834082492662,"Enterorhabdus","Lachnospiraceae_NK4B4_group"
"cor2361",0.125083041912816,0.502568254163223,"Enterorhabdus","Lachnospiraceae_UCG-001"
"cor2362",-0.0719701294053865,0.700426112281403,"Enterorhabdus","Lachnospiraceae_UCG-004"
"cor2363",-0.0567455483635769,0.761732379626254,"Enterorhabdus","Lachnospiraceae_UCG-010"
"cor2364",-0.0466593403461275,0.803168945238057,"Enterorhabdus","Lachnospiraceae_XPB1014_group"
"cor2365",-0.0412216899051578,0.82573535147057,"Enterorhabdus","Lactonifactor"
"cor2366",0.194689956923136,0.293935722965676,"Enterorhabdus","Marvinbryantia"
"cor2367",0.606355271864713,0.000299521174092567,"Enterorhabdus","Moryella"
"cor2368",0.151191209618726,0.416856538675153,"Enterorhabdus","Roseburia"
"cor2369",-0.0651450000024616,0.72770739829043,"Enterorhabdus","Sellimonas"
"cor2370",0.195222453342628,0.292591325252163,"Enterorhabdus","Shuttleworthia"
"cor2371",-0.0340661028235692,0.855637534430403,"Enterorhabdus","Tuzzerella"
"cor2372",-0.0505243359219145,0.787221975511664,"Enterorhabdus","Tyzzerella"
"cor2373",0.00249751837485957,0.989361206351652,"Enterorhabdus","UC5-1-2E3"
"cor2374",-0.0501813353932124,0.788633884513571,"Enterorhabdus","Monoglobus"
"cor2375",0.0684363662630275,0.714507999303336,"Enterorhabdus","Butyricicoccus"
"cor2376",-0.0411279664632909,0.826125559121801,"Enterorhabdus","UCG-008"
"cor2377",0.593650773265519,0.000430849128268151,"Enterorhabdus","UCG-009"
"cor2378",-0.0959109840799262,0.607775833144002,"Enterorhabdus","Acetanaerobacterium"
"cor2379",-0.0182941744568449,0.92218649809148,"Enterorhabdus","Ethanoligenens"
"cor2380",0.228698529876425,0.215904112801578,"Enterorhabdus","Colidextribacter"
"cor2381",-0.089537447360143,0.631937904982163,"Enterorhabdus","Flavonifractor"
"cor2382",0.074856805727238,0.688994532508919,"Enterorhabdus","Intestinimonas"
"cor2383",0.255392006128076,0.165548772365062,"Enterorhabdus","NK4A214_group"
"cor2384",0.0264511016269599,0.887675700776499,"Enterorhabdus","Oscillibacter"
"cor2385",0.00403346388751392,0.982819244297167,"Enterorhabdus","Oscillospira"
"cor2386",0.0840271590050475,0.653133027648868,"Enterorhabdus","Pseudoflavonifractor"
"cor2387",0.39981162195285,0.0258505721449669,"Enterorhabdus","UCG-002"
"cor2388",-0.0419178106527401,0.822838408204568,"Enterorhabdus","UCG-003"
"cor2389",-0.00746537834529251,0.968206466549872,"Enterorhabdus","UCG-005"
"cor2390",0.22403972347285,0.225660004801647,"Enterorhabdus","UCG-007"
"cor2391",-0.0412053622215211,0.825803327126695,"Enterorhabdus","Hydrogenoanaerobacterium"
"cor2392",-0.0467156900036752,0.802935871390354,"Enterorhabdus","Anaerofilum"
"cor2393",-0.0649836392286145,0.728356512379398,"Enterorhabdus","Anaerotruncus"
"cor2394",0.0920296630364223,0.622443707826262,"Enterorhabdus","Angelakisella"
"cor2395",-0.0834257779306806,0.655462730800946,"Enterorhabdus","CAG-352"
"cor2396",0.422812947034963,0.0178008932397706,"Enterorhabdus","Candidatus_Soleaferrea"
"cor2397",0.0959228062214655,0.607731379976774,"Enterorhabdus","Caproiciproducens"
"cor2398",0.0544306713356025,0.771189883336467,"Enterorhabdus","DTU089"
"cor2399",0.0232886667138101,0.901035047702941,"Enterorhabdus","Faecalibacterium"
"cor2400",-0.0368763059259661,0.843868295679858,"Enterorhabdus","Fournierella"
"cor2401",0.250884344868918,0.173402651210107,"Enterorhabdus","Harryflintia"
"cor2402",0.250892726914283,0.173387806417224,"Enterorhabdus","Incertae_Sedis"
"cor2403",0.748226119834234,1.3027357372985e-06,"Enterorhabdus","Negativibacillus"
"cor2404",0.20706949563404,0.263693635122643,"Enterorhabdus","Paludicola"
"cor2405",-0.0127014023268436,0.945932990395241,"Enterorhabdus","Phocea"
"cor2406",-0.0353063066516881,0.850439609102466,"Enterorhabdus","Pygmaiobacter"
"cor2407",0.158960090555931,0.393032017089412,"Enterorhabdus","Ruminococcus"
"cor2408",-0.0604550199489044,0.746647783038895,"Enterorhabdus","Subdoligranulum"
"cor2409",-0.0515292976895309,0.783089032547952,"Enterorhabdus","UBA1819"
"cor2410",0.331419219973465,0.0685617318211102,"Enterorhabdus","Peptococcus"
"cor2411",0.0316384576786209,0.865829245885096,"Enterorhabdus","Family_XIII_AD3011_group"
"cor2412",0.630847124387241,0.000142025209647291,"Enterorhabdus","Family_XIII_UCG-001"
"cor2413",-0.127653672396881,0.493756703378607,"Enterorhabdus","Intestinibacter"
"cor2414",-0.0596883941242955,0.749757949315768,"Enterorhabdus","Paeniclostridium"
"cor2415",0.233853110634673,0.205449825207559,"Enterorhabdus","Romboutsia"
