"chen_term","chen_1","chen_2","chen_3","chen_4","chen_5","chen_6","chen_7","chen_8","chen_9","chen_10","chen_11","chen_12","chen_13","chen_14","chen_15","chen_16","chen_17","chen_18","chen_19","chen_20","chen_21","chen_22","chen_23","chen_24","chen_25","chen_26","chen_27","chen_28","chen_29","chen_30"
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus.NA",1.42725572600071e-36,0.000460664094628176,5.83318674273978e-96,1.17677416507882e-41,4.04890755625405e-25,2.39720590937656e-05,1.91991927318283e-26,1.65969654612708e-23,3.84916002535605e-18,5.90736275974464e-59,1.01115057938134e-32,1.20397818991328e-27,4.1482139324748e-308,3.9481175274615e-73,3.81984255483751e-104,7.78374098629231e-11,1.90268860310812e-30,1.11491504721553e-81,5.1425914641371e-64,2.41156337053067e-14,2.6392419570749e-98,1.72554028232574e-18,6.1903132096167e-20,2.42887031029299e-65,8.54668775925449e-21,1.31508136631603e-49,2.73547352847286e-28,1.1270645921464e-05,3.07726153260051e-74,1.23795023952574e-78
"Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae.Solibacillus.NA",4.20830613596786e-134,0.000459752894192865,1.27812639681156e-121,3.63949469326354e-140,3.91332820695351e-93,4.56097517294632e-139,5.0042046478202e-38,1.23350430996538e-260,9.3356191489562e-58,4.30180985455452e-139,1.60867962586666e-121,7.00060500919272e-31,4.08755518944506e-106,3.67829683997527e-138,1.12859117431127e-137,2.3148348613909e-121,1.48903549180163e-231,1.87470941553147e-316,2.76217245941671e-62,4.00021932472882e-138,2.10294703669378e-234,1.05671148230217e-18,3.36935182018706e-23,1.80659103624102e-68,7.91395998217508e-86,4.47619059376561e-257,8.15131555142855e-140,8.89628528200526e-107,4.76355047109322e-295,2.35973907231923e-121
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Candidatus_Stoquefichus.NA",0.000397064542631731,1.26601780098372e-10,2.08016198170144e-17,4.03198215960732e-31,8.46360231440785e-05,0.00018137256531154,5.27780859249262e-07,0.000429960367052919,9.30714626339027e-33,8.53881904351317e-39,0.00559394546716606,1.76419624856329e-16,3.2608672969003e-21,5.84073270762934e-68,5.85255748984301e-19,2.54430369190704e-07,0.00989263670218624,0.000408014352782876,3.48650680844259e-40,1.9257019976017e-07,9.45727814754225e-09,1.02726469554438e-19,2.56358081940179e-08,6.42006602911623e-40,5.56778245547236e-16,8.68862462265212e-19,1.225325518049e-18,2.26509047538071e-07,1.97793669414921e-16,1.07059799183456e-23
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Catenibacterium.NA",2.46545208687131e-05,3.17881419250192e-07,0.0767595863511208,6.23093891694814e-10,3.12656170513082e-06,1.96426183513944e-30,2.37039964888396e-07,1.65440888154016e-11,3.51683964248566e-09,0.119575145975935,5.93067576445526e-51,1.8757451024028e-06,2.44569282338471e-57,0.00273264284135992,1.4157414554652e-12,1.01821530130567e-08,5.30644875036173e-05,7.08825693040899e-13,4.1897115248416e-16,0.326259591384617,2.88761911011093e-18,1.48831638381584e-16,3.71052959938359e-19,4.47316769698514e-10,0.00704292900754236,1.19835451687272e-35,4.48535934658113e-33,3.00814222141274e-10,2.05082155544052e-07,6.85345023531089e-18
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Coprobacillus.cateniformis",0.00127618066317954,3.75659049418847e-28,4.66008201487063e-44,7.429712439765e-05,5.83489420956383e-13,1.43459215552576e-17,7.30780678462309e-05,1.07774269531409e-14,2.14873782926311e-36,3.20911754811252e-36,0.00485679168727501,2.30624296222416e-17,6.16079590652188e-101,6.2481648250008e-05,7.17361684361553e-22,1.36135637166075e-54,9.64130595695431e-42,0.000430798161103609,9.31051712372051e-27,5.73906604043697e-35,1.85947029704766e-06,1.97281074585868e-05,1.19211262661595e-13,9.23759449171197e-22,9.0222759047369e-28,5.23122936108966e-05,4.40510627646945e-29,4.41509184035207e-57,1.87118988612812e-14,1.12839363945057e-21
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelatoclostridium.NA",0.000664898248574244,0.00137310788861511,3.09037682314517e-10,9.13490012251284e-30,0.00147887702832433,0.00639964618536379,2.44743904568408e-05,0.000502970471879376,1.01119610840148e-13,0.000224164136142073,0.00702830355411044,0.000477243608147053,0.000160850204690164,2.27900564913538e-08,4.16741160395564e-11,0.00147884324287195,2.41051462750907e-05,0.0123894139878238,4.68754119371884e-05,3.31405105428784e-05,2.0208404991948e-06,0.000146986428708935,0.00196864744974859,1.51831648727269e-05,0.000804331425435414,0.00080766462949796,0.00524704743483245,0.000186179333312903,2.59375359810076e-08,0.00534126943351361
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelotrichaceae_UCG.003.bacterium",0.0514857359461769,0.00624787628575451,0.000360571336172048,7.1192688847564e-47,1.3059498770119e-11,2.28673089130464e-05,7.85756293864e-05,2.28148747730321e-05,5.25185375796391e-05,0.0236279034677535,3.85067040671178e-13,5.75403056121712e-07,4.52402238377842e-10,2.90816601719495e-13,0.000349197179304987,0.00537499874850161,7.98611469984149e-24,0.107114404551804,0.0338590797175934,1.02476239954326e-05,4.52017287929833e-06,0.00230815725921298,2.27748780892591e-16,9.48886328452257e-12,0.00156346970461788,0.0727751148702465,1.78757768177682e-25,0.0526878176624944,3.81734711779628e-08,0.0108723276261234
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Catenisphaera.NA",4.54367066724958e-122,3.72007597602084e-44,5.42641508921583e-118,9.10579027346345e-123,2.75919937892332e-59,8.16685243944512e-135,2.34149644700751e-104,3.50206661442305e-298,3.92464005130218e-134,7.09555797734986e-109,6.8298085531643e-118,7.38106228646239e-59,2.74359496320676e-91,6.58634429421259e-134,1.27147918387051e-120,9.82785016487694e-118,2.76775632901382e-120,5.97981867809963e-05,0.0212049771335836,4.98356521955492e-121,5.50258859950077e-204,1.69540855395182e-202,6.71255764829063e-136,8.4785736473169e-120,3.85498596193338e-12,1.90660537839674e-96,1.45957127869211e-135,3.10910804847105e-16,1.240774081585e-135,1.55072887779338e-36
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Dielma.fastidiosa",6.77446669676574e-05,3.48244055362921e-12,0.00160281443533044,8.29227632272899e-05,1.29027648026516e-17,0.000117731935393637,4.35329020331554e-12,1.60317647061239e-12,2.65475457093711e-05,6.05013366065021e-05,0.000362652461444176,7.62265759954953e-06,3.8125794898036e-53,1.06311061070897e-05,9.14076801981344e-16,6.61986842553937e-05,1.57849430615276e-37,2.89396488935174e-30,4.54900058933949e-05,0.000248318811970613,6.22032011591688e-05,5.00237250368361e-12,0.000162405439373389,0.001026021732536,2.11407170474287e-10,2.34105894808566e-05,1.01063848588863e-32,0.000107857476611898,4.75720878479401e-05,1.281355051488e-34
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Faecalitalea.NA",0.00277252217440544,4.26333467331836e-11,1.3355947249185e-10,8.97341352114562e-52,2.96149438450375e-06,0.0427244115749326,5.18983376393777e-06,3.30773896762159e-10,5.32323338255383e-19,0.000294637705318789,0.00980327068109933,0.00421787093352475,9.32747217043037e-08,0.000745536826034032,1.02964077529993e-18,4.63697329180398e-05,2.50627607505187e-09,2.47780006560281e-11,6.0622923674517e-13,9.12400259299779e-08,1.7089119912253e-18,1.2762042551792e-14,0.0132530258737717,1.27725896606072e-19,0.00696168396660117,0.0505251257771979,1.30935229328675e-23,2.27146774043314e-10,5.07106131513248e-08,1.13314844436783e-19
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemanella.NA",4.2573005789649e-26,2.47919842680177e-52,1.34484724588155e-08,5.64141675821136e-54,4.59587955018916e-29,1.01859852238297e-78,1.25553277176595e-39,1.11162382506317e-32,1.35843822268529e-19,1.40795526403055e-56,4.07312011145343e-70,5.96656443006266e-23,2.93607078539605e-56,0.00946575146980448,8.93860382544239e-05,0.16279454800998,8.49833505950396e-66,4.48039604449715e-50,0.0141837932546613,1.69379731033017e-41,8.66402134798841e-16,3.27067353533129e-10,7.38841429767714e-54,9.33517623956435e-15,8.07909187178089e-43,1.73469585131265e-49,2.04730314185582e-52,4.43183463438436e-30,7.10331344503023e-27,3.36919284527756e-12
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemania.filiformis",0.000342858297985064,2.06335162068131e-06,0.000106565666055549,0.000135108775365882,4.04084322047379e-07,3.93802708609335e-50,0.000239501673663878,8.39403835015097e-05,6.45358423080683e-05,0.00043087157402971,0.000793310599481694,0.000426295797548473,2.21278547083222e-07,0.000255424589419177,0.000315591371547167,8.69695618913833e-07,1.19117414238318e-29,0.0013653992543748,1.4808236720185e-05,5.46067590704214e-05,3.45329504971462e-06,9.4239413249627e-06,0.00114108554854204,0.000514691988304072,0.000618580759601291,0.00252315694364564,0.00295590217253491,4.85151627028591e-05,0.000247092051709411,6.73931986084902e-13
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Merdibacter.NA",2.02691323268705e-28,1.5158123097317e-15,0.00203907985404192,3.524065262537e-25,2.66627912974609e-11,1.10071409189683e-87,0.000117456078784772,2.08286784535564e-17,0.00274735372373838,3.656365689271e-43,0.00164907784824933,1.10889146439436e-09,2.65470411949854e-38,3.06265908803749e-88,3.77231623259528e-06,1.02549738118974e-36,0.00200571624876299,0.000390305324398925,1.99138580583322e-07,2.85575723489054e-15,7.76062930456803e-12,2.80775303487799e-20,0.000729088770163784,0.000520169438232811,4.77524558437919e-28,8.55175667322119e-19,5.80619560363066e-15,1.68969306648589e-18,1.07979757951677e-10,7.85040281418755e-12
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Turicibacter.sanguinis",4.47099451396296e-06,0.000369102403221382,2.28427643366884e-11,7.3551283524761e-06,0.000364818369433441,0.00182353269566444,5.36242370778713e-05,9.83707253677488e-11,0.00425936900181762,0.000107773341081648,0.0205385344324685,1.66236108450674e-15,3.63638017350623e-29,4.37421258378309e-22,0.00187085954802696,0.00176064147617257,0.000298172292418037,0.0222596485982126,0.00057697812008457,7.0995429928166e-05,0.000409931036668686,5.81212632825234e-15,2.04055267920194e-08,1.71602206660851e-12,7.07826457188801e-07,1.77728606681151e-05,1.35676081435154e-23,0.00206793324632094,0.000264409927849297,0.0106083416862411
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae.Granulicatella.NA",5.15387308510629e-05,1.77199927105343e-22,7.89492932318279e-05,1.46463697514603e-05,4.59540214314151e-21,0.000155233181117113,7.6878174594521e-17,7.88531730224729e-06,2.67409164553663e-31,0.000522277946599972,5.02997044424176e-69,9.93513233980721e-06,1.25155180735163e-45,1.57256804535242e-05,8.10570494565224e-23,5.08185651349904e-28,0.00010355871664689,4.95317063108553e-05,2.70074348938053e-08,6.48072966869375e-10,5.08106078011066e-13,1.23924836843414e-08,5.98330138882267e-12,2.15349990389801e-06,6.95675558033752e-29,8.68257888133199e-05,5.82083873116832e-34,2.97723353393784e-05,5.52750335157266e-18,0.000761501283827707
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus.NA",3.39123173245185e-42,2.13551890385814e-06,4.41237233237803e-18,9.02562420208102e-05,1.16381746324517e-31,3.51175491141618e-37,3.61516509570924e-13,3.53166531388901e-09,3.12728196427231e-15,0.00165939463147538,7.76121067692015e-39,5.79020400083846e-21,0.0172223735515832,7.08788452289443e-73,0.0013419091331044,0.000921545307424027,1.01897147795231e-33,0.000957125956948736,2.35802020235214e-19,2.00211888404734e-21,8.03258198770752e-28,0.000286063928701443,1.36568760652744e-05,8.31277337574317e-21,0.000650309569000124,7.15737479178277e-23,4.08321635134858e-25,8.58729227820924e-05,1.21234649250035e-12,0.00239655413744175
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.NA",6.20760097603548e-05,0.000246172868772914,0.00047055722403322,2.30320864130139e-34,2.04786138743543e-23,0.000233918735779986,1.3174793489666e-10,3.09291589921072e-13,5.21695122673716e-14,0.000186587059103,0.00294493253345554,1.33387033528428e-18,0.152542746872079,0.000151774720404136,7.12801779374217e-08,0.000323076752127586,3.35458021765096e-05,3.51242598674161e-06,2.61867907588195e-13,1.27920927164191e-10,4.86535922138378e-05,0.000339994472173307,0.000198635420310785,2.06116455043312e-07,4.42342297374894e-06,8.06147250774274e-27,0.0014014052012496,6.9936067102982e-25,7.9087204380374e-11,0.146023981406783
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus.NA",1.34694677995998e-22,0.000126519239091659,4.82122930304899e-05,0.00023859773931804,0.000396442997223015,0.00156307798393704,0.000147218283783329,4.15889822817642e-06,1.33092700405644e-19,0.0108549218157472,7.71993483952894e-08,0.000468930253510876,6.07721821577311e-31,3.96320757472665e-35,0.000250588734522855,6.13648349605622e-14,0.000292983031217466,8.47479775078942e-06,0.000141533417026125,4.68889626649821e-07,0.000819656637673137,3.41000651168369e-11,2.45303139429257e-07,0.0014100448569709,6.36212333014457e-08,1.27152234166035e-05,3.15674687540638e-18,0.000910920978344959,2.25012324062899e-20,0.0354795840644355
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.NA",0.00208459212402976,0.000245142181549309,9.86480890706343e-06,0.0208908805575862,7.796547329785e-07,0.0035161666360115,0.00384935654522228,0.000108023675129196,4.58499697648607e-12,0.0767061220675707,0.0010814088667401,1.56949582879399e-05,7.09082529758226e-15,0.000358781111179368,0.000742231007356675,0.0019620200690854,0.0288587134657039,0.0122420962437298,2.81342969658152e-05,8.94325532611681e-06,2.07180088085356e-05,5.65411266969609e-08,0.00990600091840407,0.0633827909942827,0.0327244842542117,0.00129305236596074,0.00395445849665145,0.00108710547018039,9.76295512078567e-06,0.376776808952967
"Bacteria.Firmicutes.Bacilli.Staphylococcales.Gemellaceae.Gemella.sanguinis",2.77690716164207e-05,1.16999809118824e-16,2.98304614870966e-29,1.51633829651253e-05,2.22457669818197e-12,1.75352732057321e-05,5.17681117139104e-07,1.16489008579898e-08,4.15609532115088e-11,0.00139355965261684,3.83859899425621e-05,3.81371273100704e-05,1.91822846309348e-59,1.31477959861922e-35,9.90972131440759e-38,1.60719234061753e-31,9.99589855144916e-68,0.000109117437045398,1.8733891202632e-31,1.98086074481973e-24,1.41027355743767e-28,2.15882992908464e-25,5.82521285811291e-06,1.54135280788623e-24,4.75989927856579e-05,5.67152525702207e-05,4.71952252381135e-31,4.98520825908106e-05,1.14177719927173e-06,0.000280702812373382
"Bacteria.Firmicutes.Clostridia.Christensenellales.Christensenellaceae.Christensenella.minuta",0.000201078789750115,0.00037762568689973,0.000537125919045922,1.34393727565714e-53,4.24944911957487e-11,0.00223505691925896,6.43173444702506e-14,7.61594223039303e-09,5.71981276272394e-05,0.000658872185500151,0.000503061743144595,6.96696187103239e-05,9.10455494611221e-05,0.000156982955656792,5.1182226362729e-05,0.000296895783373926,1.01603653435619e-38,8.64930741706547e-10,4.4272447652772e-05,1.27040152367241e-09,0.000236060732836086,4.19108351162529e-05,4.59568310874806e-08,0.00084239750533394,0.00321443916922994,0.000566666726088783,1.87922346822424e-31,5.81898809303314e-06,6.63355085329364e-07,7.47527781344513e-09
"Bacteria.Firmicutes.Clostridia.Christensenellales.Christensenellaceae.Christensenellaceae_R.7_group.NA",0.00750605047244098,0.000209471670970288,0.0333453004008948,0.00121862003445757,0.00486484006596029,2.17770253031783e-25,3.37825054360195e-09,2.98448587541539e-11,0.102362867802348,0.0306538952423622,0.000208632784780483,0.00149749811822447,0.0175512043051949,0.0555987203604354,0.0264750811822926,0.0710898147282172,0.165685932698584,4.70977984100031e-08,0.00143689492901742,0.0464204116610404,0.0052349876692326,2.93784142406166e-05,8.59150546455057e-05,0.296741323774181,3.43570754142969e-05,3.02158992257412e-06,3.55029480713958e-27,1.39274017969165e-22,0.0126664006655455,0.000118972504727208
"Bacteria.Firmicutes.Clostridia.Clostridia_or.Hungateiclostridiaceae.Ruminiclostridium.NA",1.38548085153129e-88,2.75392399558838e-47,6.4019142890102e-37,1.5906299925647e-216,1.47910238768494e-28,2.5068193379377e-100,7.80895776559707e-37,1.24384911008437e-49,0.000324240564019139,4.44237839042682e-169,1.20219448649327e-52,1.29917258434368e-46,0.000334347042667447,1.50316242030443e-129,2.5786398583742e-29,0.00322884992856051,1.55289121152907e-50,3.46919023221583e-90,7.76156926635036e-66,9.85721936824567e-55,2.75854449973222e-42,4.52466252208953e-38,1.09774565734799e-62,0.000588744096182826,1.6772088048143e-21,1.03698913218174e-77,2.23263423498792e-65,1.12386072562945e-83,0.000265006590812562,1.52260000046546e-63
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.NA",0.000719122811706079,0.00139135156935053,5.63484935098779e-13,4.9122175268381e-17,0.00309861556442269,0.000261974553120315,2.15032360585413e-08,0.000541526343314597,0.00932446734215414,1.79295356688836e-34,0.00100093756475459,3.90771343059409e-13,2.57423973282289e-28,0.0425593867104058,5.29054211962198e-07,0.00851494917373741,0.0143370061754381,0.0299498700568897,0.00205172869108452,0.0012527247104987,0.000569272489069736,0.00089604133990776,9.71038728741691e-05,4.77046008622636e-05,1.18932989395473e-05,0.000212698981689867,2.47866182683183e-30,0.00275076577075102,5.10228665133897e-06,6.30866552672144e-14
"Bacteria.Firmicutes.Clostridia.Eubacteriales.Anaerofustaceae.Anaerofustis.stercorihominis",0.000328819108513595,1.60416328415148e-07,4.99370555704943e-09,1.27050069804725e-26,0.000284686225648276,0.000849282835169813,0.000198263929439496,3.48794710756233e-05,9.05591801223008e-05,8.66366434127755e-05,0.000674356786321866,0.000239667056991341,2.1500511101299e-28,0.000143359510822009,3.02291873245108e-05,0.000162773530503435,8.92947886664894e-05,0.00153670884990842,5.98919651085417e-05,0.00014226792510963,2.01539251037208e-09,2.87168721053185e-10,0.000676456352905234,5.15521427698205e-05,3.63222113117486e-06,0.000106689504300808,6.11050709154887e-19,4.45138597827535e-05,1.34044127580953e-06,5.80567119272763e-05
"Bacteria.Firmicutes.Clostridia.Eubacteriales.Eubacteriaceae.Eubacterium.NA",1.9366894993933e-27,4.23155560589476e-48,4.82298389733016e-22,2.6173024368356e-51,1.12166563946903e-12,0.00112377354606598,5.47651927134201e-05,1.08559698998397e-09,1.20776026189871e-16,2.0026070124401e-61,0.000638569532225089,5.57333970280806e-15,4.54717312184773e-49,0.000229874544938805,8.18180740857834e-06,1.50117313012223e-05,4.95138624688648e-40,2.01262635202942e-21,2.86525645470186e-49,2.81502592919533e-34,2.24847402169638e-05,4.46972288640628e-24,1.58653280926804e-26,4.65328733047748e-12,3.94217296954289e-15,0.000384706463090928,0.000441029754657266,2.42208124395092e-05,1.13247273389046e-05,1.77874425359229e-24
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Defluviitaleaceae.Defluviitaleaceae_UCG.011.NA",0.000264707356555055,5.42679809050001e-13,0.000256141000675976,2.59574575529457e-23,1.60083872811902e-09,8.85168862912634e-18,4.07163543099248e-06,4.66972922452478e-05,0.000785827072084172,3.84707614898079e-43,7.02115553879991e-05,5.19727612743342e-06,1.0847807104327e-45,0.00014538555617504,9.7671647229648e-07,0.000806843926398212,4.77739080359649e-13,7.40712924099432e-08,0.000111743649319262,5.47906815228576e-09,0.000528786487104371,7.43406119844835e-11,0.00349275958753049,0.00169224479343366,4.37141105242163e-18,1.09784450902893e-23,9.33154772550335e-23,1.15053136624108e-16,0.000240885128983754,7.04942206262363e-16
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.A2.NA",3.66292299481125e-171,1.92943579990361e-155,1.30172304656465e-151,2.87579728696262e-172,2.90361844676543e-172,6.89601125782111e-171,1.25961374827879e-189,2.09657927875522e-118,5.74432340812321e-170,6.99632977263104e-171,2.06991625495907e-151,2.2271844062637e-173,1.58336374020014e-134,1.09991180749923e-169,4.29648080979657e-169,2.59003039233306e-151,1.17226833313058e-154,2.39336211607841e-167,1.19365270072117e-173,1.28073987476176e-155,2.95592321291003e-156,7.76584285954817e-177,5.17854851424849e-276,5.11936117403008e-154,7.47939542243596e-171,3.68080272066407e-172,0.00266662871664492,4.23012932844234e-170,5.86912647846034e-172,2.9644876472581e-151
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter.NA",0.00102534124044762,0.00104356336287171,0.0169277971181182,0.165682761401645,0.214916083478439,0.00309440044738225,0.000956795223188449,0.0202966733286261,0.0218832692330513,0.0212178880761059,0.00373769201656811,0.00503319041954958,0.066621971554857,0.02661888904769,0.00636069150783691,0.0649586254592806,0.0150640713623611,0.033393705933911,0.0337681798687995,0.080281851710777,0.0189079633180183,0.00026466255418693,1.43781491475293e-06,0.00590436702779593,0.055263292365219,0.14978634714057,7.47825874523866e-22,0.269396751496892,0.0262713282534963,2.90137369684843e-05
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes.hadrus",0.00520319225902758,0.000524351057274681,0.00737061733018808,0.0513181547900383,0.0349608993368679,0.0430113938097463,0.118902361303597,0.000616243524052248,3.99978659661401e-05,0.00135634468422046,0.0114144713151679,0.0352265768476402,2.25562264807321e-13,0.00401802641856776,0.00760061252289955,0.000121565890383888,8.05594376249488e-16,0.0208884622728425,0.00270316008925925,0.0218754138079093,3.25986716922202e-05,0.000702623950734501,0.0145012634940108,0.033043595882653,0.0037097105135364,0.0428472255091234,9.78304055569286e-19,0.0469124898873528,0.0333707607002567,2.88646384299659e-05
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Blautia.NA",0.217460601178563,0.0437094067571516,0.0253042558522434,0.0669017451454531,0.358340451661615,0.22342460208577,0.0304195974256094,0.0775815742128735,0.0153813585661895,0.292002955437102,2.25616802538168e-05,0.0584440138617507,0.000161277924600256,0.0734561736568165,0.00992661834841906,0.000718350397020978,0.0377290735487621,0.103878228074093,0.0229470259304984,0.026644958012772,0.00651208294556565,0.00152127030935632,0.0462747672872996,0.0225726708248713,0.144910045589238,0.283959890471933,0.161678341209408,0.126942643115239,0.0569621846739518,0.00205139857449655
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.CAG.56.NA",1.59490812559959e-41,3.43165299518119e-05,6.37821428818757e-283,9.01798461342723e-39,1.78244476049801e-12,1.03425676531757e-96,5.85035812921492e-17,8.38429216310852e-10,6.27841154180091e-36,4.4769055778097e-69,3.80178791550396e-49,1.09736249748461e-12,4.38074825636965e-41,2.23740748506155e-120,2.71562698137035e-39,1.32908421757083e-58,2.33399384446442e-45,9.57732244994123e-53,4.69484660172179e-45,2.97876912147302e-56,2.21942137588482e-16,4.46403050722822e-23,4.8124128285411e-20,2.91494038901469e-16,5.41730889726172e-20,1.0451029245291e-23,1.13562110499534e-32,0.00138862690119498,0.0010758503072284,6.18176508188419e-126
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Coprococcus.comes",7.98404953152842e-10,3.41682973252977e-06,0.0716119521454153,0.00803082870026793,5.97856903452155e-08,6.90059796037189e-37,0.00127914893498048,7.37165103973443e-08,0.0285156092753006,0.00368684429668892,1.17687711227006e-22,0.0123961260713937,0.00397587824978761,0.0233275035878951,0.000834945161089332,0.000985832518834632,1.05299786563265e-32,0.00879855336798189,0.00146966152619032,3.41836857998604e-07,0.0127940916828066,2.61227231663817e-11,8.7786031700669e-24,0.00326776903810807,0.00721576892478827,6.9652747930224e-20,2.54501032245045e-29,0.0183447853150811,0.014973923912027,5.83638529554575e-05
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea.longicatena",0.0854802266132295,0.0194497109486786,0.039249537489244,0.042091754199644,0.017597251336084,0.0208069838600164,0.00524456773524694,0.00871447250139727,0.0241024637451584,0.0313000042407399,5.21566112324083e-14,4.77152196699724e-05,0.000812309886541646,0.011439491198311,0.00313885718387703,0.0311032048608091,5.02213259166898e-24,0.0021942579830773,2.08854422456063e-05,0.0169885664024084,0.0328874212008866,0.00258389056256156,0.00113100757164808,2.66993865699009e-06,0.0146256040058777,0.0887997573886144,1.43539110595633e-21,0.011246400564423,0.00338014131134933,7.11272831156865e-05
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Eisenbergiella.tayi",0.00193984133149723,7.39990138832374e-07,3.04115287741398e-08,3.38606604391031e-05,4.38792393149443e-13,0.00230734459396669,1.85729909372993e-09,8.42347683362942e-09,7.05676866201365e-13,0.000293469443687137,0.000982775968700272,1.06257416351633e-17,9.78986395578515e-49,5.51183962587929e-110,1.1291999761399e-36,2.26118165521265e-22,0.00323302371555862,0.00503704071318504,0.00264746273322679,0.000725179868207577,0.000972136160543703,9.25952364689553e-13,0.0045630612316213,0.000159616079174123,1.83306020216794e-06,0.000503212252295668,0.00781972251641397,4.87764342339171e-05,1.35450654258558e-08,1.05338916835536e-22
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Epulopiscium.NA",2.31474085801925e-97,1.5367566019305e-134,6.73346224392923e-69,3.80122045872611e-129,0.000120564351359207,8.33420285755258e-24,5.88338020662926e-15,1.58059227144279e-55,8.09393127940426e-09,3.39730585432229e-59,2.04342846446751e-52,0.000200967615300373,1.36668097067422e-109,1.03114727969345e-217,1.28077938206819e-113,5.10916756712575e-52,1.20329990561213e-63,4.70564863004319e-287,1.51915960139193e-73,7.11786451210484e-13,2.57816090741164e-64,1.55140391031133e-55,7.27510429208812e-64,7.76294765069989e-22,2.11939463387321e-21,1.15553483025563e-59,1.27548087569993e-60,4.20452560392506e-54,2.51526576490772e-07,3.96375309669909e-24
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Frisingicoccus.caecimuris",1.43819782813033e-23,3.02374579572383e-13,1.85039481923676e-15,2.99295865419089e-47,7.23717420941101e-09,1.03708565814755e-66,4.62504903874979e-19,1.37931151334255e-19,2.46080461976722e-29,1.28202201603047e-26,4.67069760620357e-46,2.81909060799929e-21,4.44148911127886e-65,0.000130444628898291,5.77064158474655e-12,0.000599636517620538,0.00232340291872954,0.000655335426538615,0.000159261815288387,6.1284200784009e-18,0.000145307986548388,1.32254675848245e-19,2.05225046280631e-13,0.00157031249513353,0.000492414593488383,5.46400999111698e-12,4.65668639403731e-22,3.71556932754371e-24,6.01221340004612e-09,1.73698433219974e-21
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Fusicatenibacter.saccharivorans",1.67460350947028e-15,2.92214825697236e-08,0.00952057154958795,0.0104814327729863,0.0819271894059174,9.47114620189751e-06,0.0131421789909275,0.00662320011209696,0.0118233309273741,0.00136263986323613,3.26152941651653e-08,0.0424134424844408,0.00769971955074834,0.00789664413682379,5.91364966118186e-10,5.24628061169516e-07,0.00362721261096154,1.64786499060513e-12,0.00433808107697128,0.00307551861033327,9.81238737086906e-08,0.000170166147494985,1.40448111720965e-08,5.59736596944627e-08,0.000473321346232681,0.0191252964033012,0.0776782436575791,0.0235786666231683,1.25037179263756e-10,0.000476287744400737
